Original_ID,Common_name,SMILES,Value,Unit,Endpoint,Standardized_Value,Standardized_Endpoint,No_symbol_Value,Assay,Description,Link,Source Type,Source,Citation,Publish_Year
BAS_52164027,    ,O=C(N1c2c(cc(NCc3ccc(C)cc3)cc2)CNCCCCCCC1)c1cnccc1,-7.398,    ,Log Peff,-7.398,Log Peff,-7.3979402,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52468811,    ,O=C(COc1cnccc1)N1CCC2(CN(CCCC)CCOc3c(cccc3)CCCC2)CC1,-7.222,    ,Log Peff,-7.222,Log Peff,-7.221849,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52172792,    ,O=C(CN1CCCCC1)N1CCOc2c(C(=O)N3CCC(CO)(CC3)CCCC1)cccc2,-8,    ,Log Peff,-8,Log Peff,-8,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52204017,    ,O=C(C)N1c2c(cc(C(=O)N3CC(O)C3)cc2)CN(C2CCOCC2)CCCCCCC1,-8,    ,Log Peff,-8,Log Peff,-8,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52171953,    ,O=C(N1c2c(cc(NCCCN3CCOCC3)cc2)CNCCCCCCC1)c1ccncc1,-7.398,    ,Log Peff,-7.398,Log Peff,-7.3979402,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52164002,    ,O=C(N1c2c(cc(NC3CCN(Cc4ccccc4)CC3)cc2)CNCCCCCCC1)c1cnccc1,-7.222,    ,Log Peff,-7.222,Log Peff,-7.221849,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52446797,    ,O=C(CCc1cc2c(OCCCCCNC(=O)CN(C(C)C)C2)cc1)N1CCC(N(CC)Cc2ccccc2)CC1,-8,    ,Log Peff,-8,Log Peff,-8,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52469191,    ,O=C(N1CCC(O)C(O)COC(=O)C2(CCN(Cc3ccncc3)CC2)CCCC1)c1cnc(C)cc1,-8,    ,Log Peff,-8,Log Peff,-8,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51636976,    ,O=C1NCC2(CCNCC2)CCCCc2c(OCCC1)cccc2,-7.699,    ,Log Peff,-7.699,Log Peff,-7.6989698,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52473169,    ,O(CC)c1ccc(CN2CCC3(C(=O)NC(CC(C)C)COc4c(cccc4)CCCC3)CC2)cc1,-6.553,    ,Log Peff,-6.553,Log Peff,-6.5528421,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51586687,    ,O=C(CN1CCC2(C(=O)NCCCOc3c(cccc3)CCCC2)CC1)N1C(c2nc(C)ccn2)CCC1,-7.222,    ,Log Peff,-7.222,Log Peff,-7.221849,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52141142,    ,N(CC[NH+]1CCCC1)=C1NCCCCCCOc2c(Oc3ncccc13)cccc2,-7.523,    ,Log Peff,-7.523,Log Peff,-7.5228786,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52468998,    ,O=C(N1CCC(O)C(O)COC(=O)C2(CCN(C)CC2)CCCC1)c1nnn(C)c1,-5.369,    ,Log Peff,-5.369,Log Peff,-5.368556,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52144074,    ,CN1Cc2c(OCC3(CCNCC3)CCCCOCC1)cccc2,-8,    ,Log Peff,-8,Log Peff,-8,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52171951,    ,O=C(N1c2c(cc(NCc3cnccc3)cc2)CNCCCCCCC1)c1ccncc1,-8,    ,Log Peff,-8,Log Peff,-8,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52164066,    ,O=C(N1c2c(cc(NCC(C)C)cc2)CNCCCCCCC1)c1cnccc1,-7.699,    ,Log Peff,-7.699,Log Peff,-7.6989698,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_57264254,    ,Clc1c(/C=C/C(=O)N2C(CC(C)C)CN(C(=O)C)CC(OC)C(O)C(O)COCCCC2)ccc(Cl)c1,-5.369,    ,Log Peff,-5.369,Log Peff,-5.368556,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_57264553,    ,Clc1c(/C=C/C(=O)N2C(CC(C)C)CN(C(=O)C)CC(OC)C(O)C(O)COCCCC2)ccc(Cl)c1,-5.465,    ,Log Peff,-5.465,Log Peff,-5.4647059,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51653519,    ,Fc1cc(C(=O)N2C(Cc3ccccc3)COc3c(C(=O)N(C)CCCC2)cccc3)ccc1,-4.979,    ,Log Peff,-4.979,Log Peff,-4.9788108,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52168495,    ,O=C(Cc1nc(C)sc1)N1CC(=O)NCCCCCOc2c(OCC)cccc2C1,-5.983,    ,Log Peff,-5.983,Log Peff,-5.9829664,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51604188,    ,Clc1cc2C(=O)NCCCCN(C(=O)c3c(C)cccn3)CCCCOc2cc1,-5.87,    ,Log Peff,-5.87,Log Peff,-5.8696661,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52477536,    ,O=C(N1CCN(CCOC)CC1)c1cc2c(OCCOCCN(C(C)C)Cc3cc(ccc3)C2)cc1,-5.509,    ,Log Peff,-5.509,Log Peff,-5.5086384,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51604030,    ,Clc1cc2C(=O)NCCCCN(C(=O)c3cc(COC)ccc3)CC(=O)NC(Cc3ccccc3)COc2cc1,-6.208,    ,Log Peff,-6.208,Log Peff,-6.2076082,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51617198,    ,Clc1cc2C(=O)NCCCCN(C(=O)c3cc(COC)ccc3)CC(=O)NC(Cc3ccccc3)COc2cc1,-6.284,    ,Log Peff,-6.284,Log Peff,-6.2839966,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52139219,    ,Fc1ccc(CCNC(=O)C2NC(=O)c3c(OCCN(CC)C(=O)CN(Cc4ccccc4)C(=O)C2)cccc3)cc1,-6.18,    ,Log Peff,-6.18,Log Peff,-6.1804562,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51593681,    ,O=C(N1CC2(C(=O)N(C)CCOc3c(cccc3)CCCC2)OCC1)c1nn(c(C)c1)-c1ccccc1,-5.666,    ,Log Peff,-5.666,Log Peff,-5.6655464,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52152834,    ,O(CCN=C1NCCCCCOc2c(Oc3ncccc13)cccc2)c1ccccc1,-5.462,    ,Log Peff,-5.462,Log Peff,-5.4621811,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52168535,    ,O=C(Cc1ccc(C)cc1)N1CC(=O)NCCCCCOc2c(OCC)cccc2C1,-5.315,    ,Log Peff,-5.315,Log Peff,-5.3151546,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51604054,    ,Clc1cc2C(=O)NCCCCN(C(=O)c3ccc(F)cc3)CC(=O)NC(Cc3ccccc3)COc2cc1,-6.244,    ,Log Peff,-6.244,Log Peff,-6.2441254,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51617202,    ,Clc1cc2C(=O)NCCCCN(C(=O)c3ccc(F)cc3)CC(=O)NC(Cc3ccccc3)COc2cc1,-7.097,    ,Log Peff,-7.097,Log Peff,-7.09691,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52204594,    ,O=C(NCC(C)C)c1cc2c(OCCOCCNC(=O)c3cc(ccc3)C2)cc1,-6.18,    ,Log Peff,-6.18,Log Peff,-6.1804562,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52103342,    ,Fc1ccc(OCCNC(=O)C2NC(=O)c3c(OCC4N(C(=O)C(C(O)C)NC(=O)C2)CCC4)cccc3)cc1,-7.097,    ,Log Peff,-7.097,Log Peff,-7.09691,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52042966,    ,O=C(NCc1ccc(CN2CCOCC2)cc1)C1NC(=O)c2c(OCCNC(=O)C(Cc3ccccc3)NC(=O)C1)cccc2,-6.602,    ,Log Peff,-6.602,Log Peff,-6.6020598,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51604082,    ,Clc1cc2C(=O)NCCCCN(C(=O)c3c(C(F)(F)F)cccc3)CC(=O)NC(Cc3ccccc3)COc2cc1,-6.18,    ,Log Peff,-6.18,Log Peff,-6.1804562,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52203816,    ,O=C(NC1CCCC1)c1c2c(OCCCCCNC(=O)CN(Cc3ccccc3)C2)ccc1,-6.131,    ,Log Peff,-6.131,Log Peff,-6.1307683,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52132557,    ,O=C(N1CCN(CCOC)CC1)C1NC(=O)c2c(OCCCNC(=O)c3c(OCCN(C)C(=O)CC1)cccc3)cccc2,-6.796,    ,Log Peff,-6.796,Log Peff,-6.7958798,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52482712,    ,O=C(N1CCC2(C(=O)NC(CC(C)C)COc3c(cccc3)CCCCC2)CC1)c1n[nH]cc1,-5.745,    ,Log Peff,-5.745,Log Peff,-5.7447276,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52203813,    ,O=C(NC(C(C)C)CO)c1c2c(OCCCCCNC(=O)CN(Cc3ccccc3)C2)ccc1,-6.201,    ,Log Peff,-6.201,Log Peff,-6.2006593,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51607185,    ,Clc1cc2C(=O)NCCCCN(C(=O)CCN3C(=O)CCC3)CC(=O)NC(C(C)C)COc2cc1,-6.481,    ,Log Peff,-6.481,Log Peff,-6.4814858,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52103354,    ,O=C(N1CC(C)OC(C)C1)C1NC(=O)c2c(OCC3N(C(=O)C(C(O)C)NC(=O)C1)CCC3)cccc2,-6.824,    ,Log Peff,-6.824,Log Peff,-6.8239088,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51604198,    ,Clc1cc2C(=O)NCCCCN(C(=O)Cc3c(C)cccc3)CCCCOc2cc1,-5.307,    ,Log Peff,-5.307,Log Peff,-5.3071532,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51600001,    ,O=C(CCN(Cc1ncccc1)C)N1CC2(C(=O)N(C)CCOc3c(cccc3)CCCC2)OCC1,-5.446,    ,Log Peff,-5.446,Log Peff,-5.4461169,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51616052,    ,Clc1cc2C(=O)N(C)CCCCN(C(=O)c3c(C)ncs3)CCCOc2cc1,-5.629,    ,Log Peff,-5.629,Log Peff,-5.628932,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51606158,    ,Clc1cc2C(=O)NCCCCN(C(=O)CCc3c(C)onc3C)CC(=O)NC(CC(C)C)COc2cc1,-6.456,    ,Log Peff,-6.456,Log Peff,-6.4559321,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51607333,    ,Clc1cc2C(=O)NCCCCN(C(=O)CCc3c(C)onc3C)CC(=O)NC(CC(C)C)COc2cc1,-6.167,    ,Log Peff,-6.167,Log Peff,-6.167491,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51606527,    ,Clc1cc2C(=O)N(C)CCCCN(C(=O)c3c(C)n(C)c4c3cccc4)CCOc2cc1,-5.281,    ,Log Peff,-5.281,Log Peff,-5.2806687,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52146717,    ,O=C(CCOC)N1CCC2(C(=O)NC(C)COc3c(cccc3)CCCC2)CC1,-5.344,    ,Log Peff,-5.344,Log Peff,-5.3439016,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51607235,    ,Clc1c(C(=O)N2CC(=O)NC(C(C)C)COc3c(C(=O)NCCCC2)cc(Cl)cc3)cccc1,-5.975,    ,Log Peff,-5.975,Log Peff,-5.9746943,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52096476,    ,O=C(NCCCc1ccccc1)C1NC(=O)c2c(OCCNC(=O)C(CO)NC(=O)C1)cccc2,-6.959,    ,Log Peff,-6.959,Log Peff,-6.9586072,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52469081,    ,O=C(N1CCC(O)C(O)COC(=O)C2(CCN(Cc3ncccc3)CC2)CCCC1)c1noc(C)c1,-6.824,    ,Log Peff,-6.824,Log Peff,-6.8239088,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52207326,    ,S(=O)(=O)(C)N1CCN(C(=O)CN2Cc3c(Oc4c(OCCCCCC2)cccc4)nccc3)CC1,-5.772,    ,Log Peff,-5.772,Log Peff,-5.7721133,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51904752,    ,O=C(NCCCc1cc(OC)ccc1)C1NC(=O)c2c(OCCN(C)C(=O)C(CC(C)C)NC(=O)C1)cccc2,-5.893,    ,Log Peff,-5.893,Log Peff,-5.8927898,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51904844,    ,O=C(NCCCc1cc(OC)ccc1)C1NC(=O)c2c(OCCN(C)C(=O)C(CC(C)C)NC(=O)C1)cccc2,-6.292,    ,Log Peff,-6.292,Log Peff,-6.2924299,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52168487,    ,O=C(CCCn1nccc1)N1CC(=O)NCCCCCOc2c(OCC)cccc2C1,-5.979,    ,Log Peff,-5.979,Log Peff,-5.9788108,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52142227,    ,O=C(NCc1ccc(CN2CCOCC2)cc1)C1NC(=O)c2c(OCC(C)NC(=O)C(CC(C)C)NC(=O)C1)cccc2,-6.854,    ,Log Peff,-6.854,Log Peff,-6.8538718,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52207302,    ,O=C(CN1Cc2c(Oc3c(OCCCCCC1)cccc3)nccc2)N1CCN(C)CC1,-5.51,    ,Log Peff,-5.51,Log Peff,-5.5100417,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52480892,    ,O=C(NCc1nc(C)on1)c1cc2c(OCCOCCN(C(C)C)Cc3cc(ccc3)C2)cc1,-5.622,    ,Log Peff,-5.622,Log Peff,-5.6216021,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51821028,    ,O=C(N1CCN(CC)CC1)C1NC(=O)c2c(OCCN(C)C(=O)C(C)NC(=O)C1)cccc2,-6.569,    ,Log Peff,-6.569,Log Peff,-6.5686364,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52203807,    ,O=C(N(CCc1ccccc1)C)c1c2c(OCCCCCNC(=O)CN(Cc3ccccc3)C2)ccc1,-5.382,    ,Log Peff,-5.382,Log Peff,-5.3819518,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51595898,    ,O=C(CNC(=O)c1ccccc1)N1CC2(C(=O)N(CCCC)CCOc3c(cccc3)CCCC2)OCC1,-5.785,    ,Log Peff,-5.785,Log Peff,-5.7851563,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52110643,    ,O=C(NCCCc1scc(C)n1)C1NC(=O)c2c(OCCN(C)C(=O)C(C(O)C)NC(=O)C1)cccc2,-7.097,    ,Log Peff,-7.097,Log Peff,-7.09691,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51597262,    ,O=C(N1CC2(C(=O)N(CC)CCOc3c(cccc3)CCCC2)OCC1)c1n(C(C)C)ncc1,-5.484,    ,Log Peff,-5.484,Log Peff,-5.4841261,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52203650,    ,O=C(N(CC)CC)CCc1cc2c(OCCCCCNC(=O)CN(Cc3ccccc3)C2)cc1,-5.177,    ,Log Peff,-5.177,Log Peff,-5.1771784,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51606178,    ,Clc1cc2C(=O)NCCCCN(C(=O)c3cnc(N(C)C)nc3)CC(=O)NC(CC(C)C)COc2cc1,-6.387,    ,Log Peff,-6.387,Log Peff,-6.3872161,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51607373,    ,Clc1cc2C(=O)NCCCCN(C(=O)c3cnc(N(C)C)nc3)CC(=O)NC(CC(C)C)COc2cc1,-6.347,    ,Log Peff,-6.347,Log Peff,-6.3467875,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52139221,    ,O=C(NCCCc1ccccc1)C1NC(=O)c2c(OCCN(CC)C(=O)CN(Cc3ccccc3)C(=O)C1)cccc2,-6.347,    ,Log Peff,-6.347,Log Peff,-6.3467875,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
